"GEO_ID","NAME","B992512_001E","B992512_001EA","B992512_002E","B992512_002EA","B992512_003E","B992512_003EA",
"Geography","Geographic Area Name","Estimate!!Total:","Annotation of Estimate!!Total:","Estimate!!Total:!!Allocated","Annotation of Estimate!!Total:!!Allocated","Estimate!!Total:!!Not allocated","Annotation of Estimate!!Total:!!Not allocated",
"1500000US470650118005","Block Group 5, Census Tract 118, Hamilton County, Tennessee","270","null","0","null","270","null",
"1500000US470650118006","Block Group 6, Census Tract 118, Hamilton County, Tennessee","738","null","49","null","689","null",
"1500000US470650119001","Block Group 1, Census Tract 119, Hamilton County, Tennessee","334","null","0","null","334","null",
"1500000US470650119002","Block Group 2, Census Tract 119, Hamilton County, Tennessee","370","null","4","null","366","null",
"1500000US470650120001","Block Group 1, Census Tract 120, Hamilton County, Tennessee","414","null","8","null","406","null",
"1500000US470650120002","Block Group 2, Census Tract 120, Hamilton County, Tennessee","340","null","4","null","336","null",
"1500000US470650121001","Block Group 1, Census Tract 121, Hamilton County, Tennessee","605","null","0","null","605","null",
"1500000US470650121002","Block Group 2, Census Tract 121, Hamilton County, Tennessee","520","null","0","null","520","null",
"1500000US470650121003","Block Group 3, Census Tract 121, Hamilton County, Tennessee","799","null","0","null","799","null",
"1500000US470650121004","Block Group 4, Census Tract 121, Hamilton County, Tennessee","330","null","0","null","330","null",
"1500000US470650121005","Block Group 5, Census Tract 121, Hamilton County, Tennessee","533","null","0","null","533","null",
"1500000US470650122001","Block Group 1, Census Tract 122, Hamilton County, Tennessee","459","null","0","null","459","null",
"1500000US470650122002","Block Group 2, Census Tract 122, Hamilton County, Tennessee","107","null","0","null","107","null",
"1500000US470650122003","Block Group 3, Census Tract 122, Hamilton County, Tennessee","452","null","0","null","452","null",
"1500000US470650123001","Block Group 1, Census Tract 123, Hamilton County, Tennessee","697","null","8","null","689","null",
"1500000US470650123002","Block Group 2, Census Tract 123, Hamilton County, Tennessee","226","null","0","null","226","null",
"1500000US470650123003","Block Group 3, Census Tract 123, Hamilton County, Tennessee","1153","null","14","null","1139","null",
"1500000US470650124001","Block Group 1, Census Tract 124, Hamilton County, Tennessee","166","null","0","null","166","null",
"1500000US470650124002","Block Group 2, Census Tract 124, Hamilton County, Tennessee","502","null","0","null","502","null",
"1500000US470650124003","Block Group 3, Census Tract 124, Hamilton County, Tennessee","518","null","0","null","518","null",
"1500000US470650124004","Block Group 4, Census Tract 124, Hamilton County, Tennessee","252","null","9","null","243","null",
"1500000US470659801001","Block Group 1, Census Tract 9801, Hamilton County, Tennessee","0","null","0","null","0","null",
"1500000US470659802001","Block Group 1, Census Tract 9802, Hamilton County, Tennessee","0","null","0","null","0","null",
"1500000US470659802002","Block Group 2, Census Tract 9802, Hamilton County, Tennessee","0","null","0","null","0","null",
"1500000US470659802003","Block Group 3, Census Tract 9802, Hamilton County, Tennessee","0","null","0","null","0","null",
"1600000US4714000","Chattanooga city, Tennessee","77179","null","818","null","76361","null",
